Standort	Datum	Min_2m	Mittel_2m	Max_2m	Niederschlagshoehe	Sonnenscheindauer	Mittel_Windstaerke	Max_Windgeschwindigkeit
Meßstetten-Appental	2021-02-25	-0.1	7.5	18.2	0	9.8	1.3	5.6
Meßstetten-Appental	2021-02-26	-1.1	5.7	13.6	0	6.4	2.2	8.6
Meßstetten-Appental	2021-02-27	-1.2	1.4	5.3	0	9.9	4.7	10.5
Meßstetten-Appental	2021-02-28	-2.2	1.5	6.9	0	10.1	5.3	13.7
Meßstetten-Appental	2021-03-01	-2.1	2.6	9.3	0	10.2	3.3	7.6
Meßstetten-Appental	2021-03-02	-4.7	4.6	15	0	10.2	1.6	5.7
Meßstetten-Appental	2021-03-03	-1.6	5.1	12.5	0	0	0.7	3.5
Meßstetten-Appental	2021-03-04	2.6	6.2	10.6	1.3	3.8	2.6	10.3
Meßstetten-Appental	2021-03-05	-3.4	-0.3	3	0	0	3.2	9.1
Meßstetten-Appental	2021-03-06	-7	-2.1	3.6	0	10	4.3	11.1
Meßstetten-Appental	2021-03-07	-6.4	0.4	7.3	0	4.5	2.5	8.4
Meßstetten-Appental	2021-03-08	-9	-1.6	5.1	0	10.1	1.6	5.4
Meßstetten-Appental	2021-03-09	-6.7	-0.6	4.8	0.9	6.6	2.2	6.6
Meßstetten-Appental	2021-03-10	-0.6	2	6.4	0	4.7	2.4	7.3
Meßstetten-Appental	2021-03-11	0.6	6	10.2	24.1	0	6.3	17.4
Meßstetten-Appental	2021-03-12	0.1	2.7	6.3	0.3	5.8	5.4	17.1
Meßstetten-Appental	2021-03-13	0	2.6	6.4	10.4	0.2	7.1	19.2
Meßstetten-Appental	2021-03-14	-1.6	-0.4	1	3.8	2.2	4.9	13.6
Meßstetten-Appental	2021-03-15	-0.9	-0.2	1.1	6.5	1.3	3.9	10.8
Meßstetten-Appental	2021-03-16	-1.6	-0.8	0.6	1.1	0.3	3.9	10.3
Meßstetten-Appental	2021-03-17	-10.6	-1.1	1.9	3.6	2	2.1	8.6
Meßstetten-Appental	2021-03-18	-10.8	-3.5	0.4	0.3	3.2	1.2	5.7
Meßstetten-Appental	2021-03-19	-11.4	-3.9	0.8	1.3	2.7	1.3	7.9
Meßstetten-Appental	2021-03-20	-9.1	-4.5	-1.1	0	3.9	1.3	6.4
Meßstetten-Appental	2021-03-21	-9.2	-2.2	0.3	0	0	2.1	7.7
Meßstetten-Appental	2021-03-22	-1.9	-1.1	0.2	0	0	2.1	6
Meßstetten-Appental	2021-03-23	-4	0.6	6.9	0	3.1	1	3.8
Meßstetten-Appental	2021-03-24	-6.5	2.4	11.5	0	11.4	0.9	3.4
Meßstetten-Appental	2021-03-25	-2.5	4.9	12.6	0	9.1	1.5	6.6
Meßstetten-Appental	2021-03-26	0	7.1	12.9	4.7	9.1	2.7	8.9
Meßstetten-Appental	2021-03-27	-2	3.8	8.6	0	5.4	4.6	13.7
Meßstetten-Appental	2021-03-28	-3.7	3.8	12.4	0	10.8	1.7	7.9
Meßstetten-Appental	2021-03-29	-1.6	8.2	17	0	10.9	1.3	6
Meßstetten-Appental	2021-03-30	1.4	10.5	19.3	0	11.6	2.3	7.2
Meßstetten-Appental	2021-03-31	1.8	11.7	20.6	0	11.7	1.6	6.6
Meßstetten-Appental	2021-04-01	3.5	13	20.3	0	10.1	2.1	9.1
Meßstetten-Appental	2021-04-02	0.7	6.7	10.7	0	11.4	2.8	9
Meßstetten-Appental	2021-04-03	-5.1	0.6	4.4	0	0.9	2.2	8
Meßstetten-Appental	2021-04-04	-4.4	2.4	9.2	0	11.9	2.2	7
Meßstetten-Appental	2021-04-05	-6.4	1.5	8.7	4.9	1.1	4.5	14
Meßstetten-Appental	2021-04-06	-13.6	-4.8	-0.9	1.1	4.2	3.8	13.1
Meßstetten-Appental	2021-04-07	-5.5	-3.6	-1.3	0.4	2.5	5.2	13.4
Meßstetten-Appental	2021-04-08	-4.2	-0.3	5.6	0	7.5	2.6	8.3
Meßstetten-Appental	2021-04-09	-3.6	5.8	13.3	0	8.7	2.7	10.1
Meßstetten-Appental	2021-04-10	5.4	9.2	14	0	4.7	3.6	11.5
Meßstetten-Appental	2021-04-11	2.7	9.1	14.8	11.7	3.5	3.4	10.4
Meßstetten-Appental	2021-04-12	-6.1	-1.2	2.7	1.5	1.1	2.7	10.4
Meßstetten-Appental	2021-04-13	-7.6	-2.1	3.5	0.1	8.4	1.5	7.2
Meßstetten-Appental	2021-04-14	-7.3	-1.7	2.8	1	3.7	2.2	8.3
Meßstetten-Appental	2021-04-15	-9.8	-1.6	3.7	0.4	5.1	2.5	9.1
Meßstetten-Appental	2021-04-16	-4.2	-1.1	2.2	0	3.7	3.2	7.6
Meßstetten-Appental	2021-04-17	-3.8	0.8	4.2	0	1.9	2.5	10.4
Meßstetten-Appental	2021-04-18	-1.2	1.3	3.1	0.2	0	1.2	4.7
Meßstetten-Appental	2021-04-19	-5.4	1.4	5.8	0.5	0.4	1.3	4.9
Meßstetten-Appental	2021-04-20	-2	4.9	11.8	0	5.2	1.5	5.2
Meßstetten-Appental	2021-04-21	-2.3	6	13.5	2.6	6	1.6	7.5
Meßstetten-Appental	2021-04-22	-3.3	5	11.2	0	9	1.8	8.3
Meßstetten-Appental	2021-04-23	-1.7	5.9	13.6	0	13	2	8.3
Meßstetten-Appental	2021-04-24	-2.6	8.8	16.4	0	13	2	8
Meßstetten-Appental	2021-04-25	-2.6	6.9	13.4	0	12.6	2.1	8.6
Meßstetten-Appental	2021-04-26	0.2	6.4	12.4	0	12.8	4.1	9.1
Meßstetten-Appental	2021-04-27	0	7.2	13.8	0	13.2	3.2	9.4
Meßstetten-Appental	2021-04-28	0.1	9.4	16	2.7	3.2	2.4	9.5
Meßstetten-Appental	2021-04-29	4.8	8.3	11.9	0.3	2.5	3.7	11.4
Meßstetten-Appental	2021-04-30	2.1	4	9.2	6.7	0.3	2.2	8.2
Meßstetten-Appental	2021-05-01	1.6	3.2	4.8	17.7	0	1.9	8.5
Meßstetten-Appental	2021-05-02	-1.4	2.7	7	0.7	3.6	2.9	11
Meßstetten-Appental	2021-05-03	-4.5	3.2	9.9	0	7.7	1.8	7.3
Meßstetten-Appental	2021-05-04	-1.6	8.1	13.2	8	2.8	5.5	18
Meßstetten-Appental	2021-05-05	-0.1	3.3	6.9	0.9	4.9	4.9	16.2
Meßstetten-Appental	2021-05-06	0.8	4	6.1	26	0.5	3.8	12.2
Meßstetten-Appental	2021-05-07	-2.7	3.4	7.5	2.4	4.9	3.8	13
Meßstetten-Appental	2021-05-08	-2.7	7.4	15.1	0	11.4	2.3	7.2
Meßstetten-Appental	2021-05-09	4.4	16.2	23.9	0	13.4	2.4	9.2
Meßstetten-Appental	2021-05-10	9.1	14.1	19.8	0	2.2	2.7	8.3
Meßstetten-Appental	2021-05-11	6.8	9.3	13.6	18.9	0.9	2	8.8
Meßstetten-Appental	2021-05-12	5.1	6.7	8.9	2.7	0	2.7	9.7
Meßstetten-Appental	2021-05-13	-0.3	6.7	11.9	2.8	3.7	1.8	8.5
Meßstetten-Appental	2021-05-14	-1.1	6.6	13.6	1.4	6.7	2	9.4
Meßstetten-Appental	2021-05-15	1.3	6.1	11.2	7.2	2.7	3.3	12.3
Meßstetten-Appental	2021-05-16	4.8	7.1	11.3	7.7	2.5	3.7	10.4
Meßstetten-Appental	2021-05-17	4.4	6.6	9.5	2	1.7	4.7	14.5
Meßstetten-Appental	2021-05-18	3.3	6.1	9.2	9.2	2.6	3.2	11.2
Meßstetten-Appental	2021-05-19	3.3	6.6	11.4	1.1	8.2	3.6	13.3
Meßstetten-Appental	2021-05-20	3	7.2	11.7	0.1	4.4	2.6	9
Meßstetten-Appental	2021-05-21	4.3	7.2	11.2	11.7	0.9	3.9	11.8
Meßstetten-Appental	2021-05-22	4.3	8	13.2	2.5	10.6	4.8	13.6
Meßstetten-Appental	2021-05-23	2.7	7.2	12.9	0.6	6.7	3.2	10.4
Meßstetten-Appental	2021-05-24	2.8	8.5	13.1	6.1	0	2.6	13.7
Meßstetten-Appental	2021-05-25	2.8	6.8	11	0.6	8.6	5.6	16.7
Meßstetten-Appental	2021-05-26	4.3	7	9.9	5.3	0	3.8	12.8
Meßstetten-Appental	2021-05-27	2.6	6.9	11.3	0	4.5	2.8	9
Meßstetten-Appental	2021-05-28	-0.2	9	15	0	12	1.8	7
Meßstetten-Appental	2021-05-29	2.1	9.9	15.6	0	8.6	2.7	9.2
Meßstetten-Appental	2021-05-30	2.5	9.5	15.2	0	14.3	4	10.6
Meßstetten-Appental	2021-05-31	-0.4	10.4	16.4	0	14.5	3.3	9.2
Meßstetten-Appental	2021-06-01	4.9	12.5	18.9	0	14.5	3.1	9.8
Meßstetten-Appental	2021-06-02	3	14.3	22	0	8.9	1.5	6.2
Meßstetten-Appental	2021-06-03	9.4	15.7	21.1	0.8	3.9	1.4	7
Meßstetten-Appental	2021-06-04	8.2	15.8	21.2	8.4	4.3	1.8	8.6
Meßstetten-Appental	2021-06-05	11.5	13.4	15.6	12.5	0	2.3	7.6
Meßstetten-Appental	2021-06-06	11	12.1	13.1	8.4	0	2.8	6.5
Meßstetten-Appental	2021-06-07	11.7	13.1	15.1	20.4	0	2.1	6.4
Meßstetten-Appental	2021-06-08	8.9	14.2	19.4	0	4.1	1.6	7.3
Meßstetten-Appental	2021-06-09	7.6	13.3	20.5	17.8	5.1	1.4	6.6
Meßstetten-Appental	2021-06-10	6.8	13.3	19.7	11.3	6.1	1.2	7.2
Meßstetten-Appental	2021-06-11	5.6	15.6	22.7	0	13.4	1.3	6.2
Meßstetten-Appental	2021-06-12	8	17.1	22.7	0	12.2	3.1	10.5
Meßstetten-Appental	2021-06-13	7.8	15	20.6	0	12.8	1.7	7.3
Meßstetten-Appental	2021-06-14	7.5	16	24.5	0	14.7	2.4	8.4
Meßstetten-Appental	2021-06-15	7.6	18.4	25.1	0	14.4	1.6	6.5
Meßstetten-Appental	2021-06-16	12.1	19.9	26.5	0	12.1	2.3	7.9
Meßstetten-Appental	2021-06-17	10.7	21.4	28.8	0	13	1.8	5.3
Meßstetten-Appental	2021-06-18	11.7	21.8	28	0	13.1	2	8.7
Meßstetten-Appental	2021-06-19	13.1	22	26.7	0	12.2	2.4	8.2
Meßstetten-Appental	2021-06-20	11.8	18.9	24.6	14.6	3.9	2.9	19.6
Meßstetten-Appental	2021-06-21	11.4	16.7	23.2	22.8	8.7	2	9.2
Meßstetten-Appental	2021-06-22	12.5	15.3	19.1	4.3	3.1	2	6.9
Meßstetten-Appental	2021-06-23	12.5	16	21.4	12.3	7.4	2.4	10
Meßstetten-Appental	2021-06-24	10	14.2	19.6	10.2	5	2.2	8.5
Meßstetten-Appental	2021-06-25	11.2	13.2	16.6	1.3	2.3	2.7	8.2
Meßstetten-Appental	2021-06-26	9.2	14.8	20.4	0	8.1	2.4	7.8
Meßstetten-Appental	2021-06-27	11.1	17.8	24.2	6.1	8.9	2.2	7.8
Meßstetten-Appental	2021-06-28	12	17.8	25.3	53.3	9.5	2.8	12.4
Meßstetten-Appental	2021-06-29	9.6	13.9	20.7	13.9	5.8	3.1	21.7
Meßstetten-Appental	2021-06-30	8.4	11	15.2	9	3.7	3.5	10
Meßstetten-Appental	2021-07-01	8.7	11	14.7	0.4	0.6	2.5	8.5
Meßstetten-Appental	2021-07-02	6.7	13.1	18.9	0	12	2	7.8
Meßstetten-Appental	2021-07-03	8	15.1	22.1	5.3	8.4	1.8	7.1
Meßstetten-Appental	2021-07-04	10.3	14.1	19.2	1.6	1.9	2.1	12.4
Meßstetten-Appental	2021-07-05	9.3	13.9	18.7	1	2	2.4	9.9
Meßstetten-Appental	2021-07-06	11.6	16.4	22.5	11.9	4.2	2.8	9.9
Meßstetten-Appental	2021-07-07	12.8	14.4	18.8	9.6	2	1.9	7.2
Meßstetten-Appental	2021-07-08	11.8	14.1	18.1	10.2	0.6	2.3	8.3
Meßstetten-Appental	2021-07-09	7.8	13.8	19.3	0	6	3.4	10.8
Meßstetten-Appental	2021-07-10	7.5	15.1	21.6	3.1	11.4	2.3	11.2
Meßstetten-Appental	2021-07-11	8.8	13.7	18.8	0	5.3	1.8	8.5
Meßstetten-Appental	2021-07-12	8.3	17.2	24.5	5.7	10.1	2.4	7.8
Meßstetten-Appental	2021-07-13	8.1	12.6	15	5.8	0.4	3	11
Meßstetten-Appental	2021-07-14	6.8	11.9	17.5	17.1	0.6	2	7.5
Meßstetten-Appental	2021-07-15	10.8	13	16.6	4.5	1.4	2.4	8
Meßstetten-Appental	2021-07-20	7.4	15.3	21.5	0	12.6	1.5	7.2
Meßstetten-Appental	2021-07-21	7.6	16.1	22.9	0	10.8	1.6	6.6
Meßstetten-Appental	2021-07-22	9.9	17.7	23.6	0	8.8	1.6	6.6
Meßstetten-Appental	2021-07-23	8.2	17.6	24.7	0	11.8	1.4	5.2
Meßstetten-Appental	2021-07-24	13.9	17.2	21.3	0.8	0.9	2.1	7.8
Meßstetten-Appental	2021-07-25	9.9	15.2	18.1	0.4	1.4	1.9	7
Meßstetten-Appental	2021-07-26	9	15.3	22.4	NULL	4.6	1.4	11.2
Meßstetten-Appental	2021-07-27	8.3	16.2	21	NULL	8.8	1.8	6.3
Meßstetten-Appental	2021-07-28	10.4	14.8	18.2	NULL	2.8	1.9	7.1
Meßstetten-Appental	2021-07-29	8.6	15.1	21	0	10	2.3	9.7
Meßstetten-Appental	2021-07-30	9.3	16.6	24.1	5	8.1	2.2	11.7
Meßstetten-Appental	2021-07-31	11.6	15.5	19.4	19.1	6.7	2.2	7.4
Meßstetten-Appental	2021-08-01	7.4	11.7	15.2	4.7	0.7	2	9.6
Meßstetten-Appental	2021-08-02	6.9	12.2	17.4	0.1	1.8	1.8	9.6
Meßstetten-Appental	2021-08-03	7	11.6	15.5	1	0.2	2.2	8.1
Meßstetten-Appental	2021-08-04	9.5	11.9	15.2	0.5	0.6	1.4	4.3
Meßstetten-Appental	2021-08-05	10.7	13.3	17.8	7.5	2.3	2.1	7
Meßstetten-Appental	2021-08-06	9.6	13.8	18	0	7.1	3.4	13.5
Meßstetten-Appental	2021-08-07	10.4	12.8	15.4	9.1	0	2.5	11.2
Meßstetten-Appental	2021-08-08	5.4	12.6	17.3	0	8.9	3.1	10.8
Meßstetten-Appental	2021-08-09	4.7	12.8	19.3	0	9.7	1.8	7.1
Meßstetten-Appental	2021-08-10	6.8	15.4	22.6	0	8.5	1.7	9.9
Meßstetten-Appental	2021-08-11	9.4	17.3	24.1	0	11.3	2	7.4
Meßstetten-Appental	2021-08-12	12.4	19.9	27	0	11.1	1.6	5.6
Meßstetten-Appental	2021-08-13	13.1	19.9	25.9	0	11.1	2.1	8.8
Meßstetten-Appental	2021-08-14	12.6	19.9	26.9	0	10.4	1.2	5.1
Meßstetten-Appental	2021-08-15	12.5	18.7	25	12	7	1.5	10.1
Meßstetten-Appental	2021-08-16	9.4	14.8	17.3	4	2.7	3.7	10.7
Meßstetten-Appental	2021-08-17	4	10.7	15.5	0.5	6.6	2.5	8.5
Meßstetten-Appental	2021-08-18	10.1	12.6	16.7	0	0.8	2.1	5.9
Meßstetten-Appental	2021-08-19	11.9	14.2	17.3	0	0.7	1.5	5.2
Meßstetten-Appental	2021-08-20	11.5	15.8	21.2	0	9.4	1.4	5.7
Meßstetten-Appental	2021-08-21	9.9	16.8	24.1	0.6	10.2	2	6.8
Meßstetten-Appental	2021-08-22	8.3	14.6	17.3	3.1	0	3.1	11.3
Meßstetten-Appental	2021-08-23	6.7	12.6	17	1.9	3.3	2	7
Meßstetten-Appental	2021-08-24	8.1	11.6	15	0	3.4	4.5	11.4
Meßstetten-Appental	2021-08-25	4.6	12.1	17.7	0	10.2	4.2	12.6
Meßstetten-Appental	2021-08-26	4.1	9.9	13.7	1.2	2.4	2.4	8.7
Meßstetten-Appental	2021-08-27	8.8	10.6	13.7	0.8	3.4	2.7	7.8
Meßstetten-Appental	2021-08-28	8.3	9.6	13.5	7.7	0.8	2.1	6.5
Meßstetten-Appental	2021-08-29	8.1	9.8	12.1	22.3	0	2.6	9.4
Meßstetten-Appental	2021-08-30	10	11	12.8	16.6	0.1	3.2	9.1
Meßstetten-Appental	2021-08-31	5.8	11.4	15.4	1	3.8	1.6	6.4
Meßstetten-Appental	2021-09-01	6.6	12	18	0	11.1	3.3	7.8
Meßstetten-Appental	2021-09-02	7.7	13	18.7	0	12.3	3.7	10.4
Meßstetten-Appental	2021-09-03	5.1	14.1	21.2	0	12.2	1.7	4.9
Meßstetten-Appental	2021-09-04	7.1	14.5	21.6	0	11.2	1.6	5.8
Meßstetten-Appental	2021-09-05	8	14.5	21.9	0.5	7.2	1.8	6.1
Meßstetten-Appental	2021-09-06	6.5	14.5	21.3	0	11.8	2.3	8.2
Meßstetten-Appental	2021-09-07	7.2	14.4	20.3	0	10.1	2.4	7.1
Meßstetten-Appental	2021-09-08	9.6	16	23.2	0	11.7	2.6	6.6
Meßstetten-Appental	2021-09-09	10.2	15.6	20.9	0	4.2	1.8	8.8
Meßstetten-Appental	2021-09-10	9.2	14.6	19.5	7.8	0.3	1.4	6.2
Meßstetten-Appental	2021-09-11	7.9	13.9	18.9	21.1	2.7	1.4	7.1
Meßstetten-Appental	2021-09-12	6	13.2	19.9	0	8.9	1.1	3.9
Meßstetten-Appental	2021-09-13	9	14.9	21.8	0	7.9	1.8	5.2
Meßstetten-Appental	2021-09-14	9.4	16.6	23.1	1.3	7	1.4	5.3
Meßstetten-Appental	2021-09-15	12.3	15.5	17.5	2.1	0	1.9	8
Meßstetten-Appental	2021-09-16	5.6	13.2	16.7	2.5	0.1	1.9	7.6
Meßstetten-Appental	2021-09-17	5.9	10.2	15.7	0	6	1.3	5
Meßstetten-Appental	2021-09-18	4.4	10.7	17.4	0	10.1	2.1	6.6
Meßstetten-Appental	2021-09-19	6.6	10.6	15.6	12.5	4.4	2.4	6.3
Meßstetten-Appental	2021-09-20	4.6	9.7	13	0	0.5	1.3	4.2
Meßstetten-Appental	2021-09-21	3.1	8.7	12.7	0	1.7	1.3	5
Meßstetten-Appental	2021-09-22	2.3	8.5	14.5	0	10.1	2.8	8.5
Meßstetten-Appental	2021-09-23	3.9	10.9	18.8	0	11.1	2.3	8.5
Meßstetten-Appental	2021-09-24	2.6	10.7	19.1	0	11.1	1.4	6.3
Meßstetten-Appental	2021-09-25	4.3	14.5	21.6	0	9.4	1.4	5.4
Meßstetten-Appental	2021-09-26	8.1	13.7	17.2	8.2	1.3	1.4	12.5
Meßstetten-Appental	2021-09-27	6	13	17.9	0.7	6.1	1.5	7.5
Meßstetten-Appental	2021-09-28	7.5	10.8	14.3	0.2	7.8	2.3	7.6
Meßstetten-Appental	2021-09-29	3.7	9.6	14.8	2.6	3.2	3.3	12.4
Meßstetten-Appental	2021-09-30	-0.8	6.1	12.4	0	10.4	1.3	5.8
Meßstetten-Appental	2021-10-01	1.2	9.7	17.9	0	10.3	1.8	7.4
Meßstetten-Appental	2021-10-02	6.3	12.8	17.7	0	8.1	2.4	8.3
Meßstetten-Appental	2021-10-03	9.9	14.5	19.9	1.1	0.8	2.9	10.1
Meßstetten-Appental	2021-10-04	7.6	8.9	10.2	8.3	0	1.8	5.8
Meßstetten-Appental	2021-10-05	6.3	9.1	11.8	1.5	1.8	2.5	13.4
Meßstetten-Appental	2021-10-06	2.6	6.4	9.6	1	2.3	2.5	7.9
Meßstetten-Appental	2021-10-07	5.5	6.9	9	0.2	0	2.4	8.3
Meßstetten-Appental	2021-10-08	5.6	8.4	12.3	0	1.6	5.4	10.8
Meßstetten-Appental	2021-10-09	4.6	7.3	12	0	9.4	5.8	11.8
Meßstetten-Appental	2021-10-10	-2.6	4.6	11	0	10.2	2.5	7.4
Meßstetten-Appental	2021-10-11	-3.7	4.6	10.4	0	8.1	1.6	6.5
Meßstetten-Appental	2021-10-12	3.1	5.3	6.5	7.1	0	2.8	10.2
Meßstetten-Appental	2021-10-13	-3	3.4	7.8	0	3.1	1.6	6.1
Meßstetten-Appental	2021-10-14	-4	3.3	11.9	0	9.9	0.8	4.4
Meßstetten-Appental	2021-10-15	-1	5.1	13.3	0	6.1	1.1	5.3
Meßstetten-Appental	2021-10-16	-0.2	5.3	11.1	0	2.7	1.8	5.9
Meßstetten-Appental	2021-10-17	-0.7	4.2	12.4	0	6	1.3	5.3
Meßstetten-Appental	2021-10-18	-2	6.5	16.8	0	9	1	4.2
Meßstetten-Appental	2021-10-19	2.6	9	14	0.7	0.1	1.4	5.8
Meßstetten-Appental	2021-10-20	3.6	12.1	17.4	5.5	6.5	2.8	10.6
Meßstetten-Appental	2021-10-21	6.2	9.3	12.5	3.6	4.9	6.6	24.5
Meßstetten-Appental	2021-10-22	-1.7	3.8	6.6	0	8.4	3.2	8.9
Meßstetten-Appental	2021-10-23	-2	3.5	9	0	6	2	8.3
Meßstetten-Appental	2021-10-24	-1.9	4.3	13	0	9.2	2.8	8.4
Meßstetten-Appental	2021-10-25	-1	5.4	14.2	0	4.2	1.2	4.5
Meßstetten-Appental	2021-10-26	-0.3	5.8	11.3	0	1.1	1.3	5
Meßstetten-Appental	2021-10-27	-1.5	5.1	11.8	0	6.4	1.9	5.2
Meßstetten-Appental	2021-10-28	2.3	7.2	15	0	8.5	2	6.8
Meßstetten-Appental	2021-10-29	-1.1	5.9	13.7	0	8.2	1.4	4.9
Meßstetten-Appental	2021-10-30	0.7	8.2	11.8	0.8	1.2	2.2	7.5
Meßstetten-Appental	2021-10-31	5.2	11.3	17	2.1	7.4	2.5	9.1
Meßstetten-Appental	2021-11-01	-1	6.5	13.3	4.1	0	3.1	14
Meßstetten-Appental	2021-11-02	-1.4	3.2	6.4	2.5	0.8	2.6	9.4
Meßstetten-Appental	2021-11-03	2.2	4	8	2	0.5	2.6	6.4
Meßstetten-Appental	2021-11-04	0.5	1.6	3.2	0.7	0	3.1	10.7
Meßstetten-Appental	2021-11-05	-0.1	2.2	4.7	0.8	0.2	1.4	4.1
Meßstetten-Appental	2021-11-06	-6.2	0.4	5.9	0	7.4	1.4	4.6
Meßstetten-Appental	2021-11-07	-5.7	2	8.1	1	4.9	2.3	8.4
Meßstetten-Appental	2021-11-08	-2.3	1.8	5.7	0	5.4	1.8	6.5
Meßstetten-Appental	2021-11-09	-1.6	1.4	5.5	0	7.3	4.5	11.1
Meßstetten-Appental	2021-11-10	-1.2	5.5	13.9	0	3.1	1.2	5.8
Meßstetten-Appental	2021-11-11	-0.9	4.6	15	0	8.4	1.3	4.4
Meßstetten-Appental	2021-11-12	-2	4.5	14.3	0	8.2	1.1	3.9
Meßstetten-Appental	2021-11-13	-2.2	3.5	8	0.9	0.5	1.6	6.5
Meßstetten-Appental	2021-11-14	2.5	4.4	5.4	0	0	3.7	12.7
Meßstetten-Appental	2021-11-15	0.4	1.9	4.2	0	0	3.7	10.5
Meßstetten-Appental	2021-11-16	-0.3	0.8	1.6	0	0	1.5	4.3
Meßstetten-Appental	2021-11-17	0.4	0.9	1.6	0	0	2	6.4
Meßstetten-Appental	2021-11-18	-3.3	1.2	4.6	0	0.5	1	3.7
Meßstetten-Appental	2021-11-19	-4.2	1.2	11	0	7.9	0.7	3.4
Meßstetten-Appental	2021-11-20	-3.9	0.2	7.9	0	5.8	1.5	4.7
Meßstetten-Appental	2021-11-21	-4.4	0.7	8.3	0	7.8	1.4	5.1
Meßstetten-Appental	2021-11-22	-0.7	0.6	1.9	0	0	3.7	11.5
Meßstetten-Appental	2021-11-23	-2.8	-1	2	0	3.8	5.3	11.3
Meßstetten-Appental	2021-11-24	-3.6	-2.6	-1.8	0	0	3.3	9.1
Meßstetten-Appental	2021-11-25	-5.9	-1.8	6.1	0.5	4	1.1	4.2
Meßstetten-Appental	2021-11-26	-3.8	-2.3	-1.1	0	0	2.6	9.7
Meßstetten-Appental	2021-11-27	-9.2	-2.2	0.4	2.8	0.6	3.1	12.1
Meßstetten-Appental	2021-11-28	-4.6	-2.5	-0.8	2.5	0.1	1.3	6.9
Meßstetten-Appental	2021-11-29	-3.8	-3.2	-2.2	0.9	1.2	4	9.9
Meßstetten-Appental	2021-11-30	-3.3	-1.4	1.1	0.4	0	5.4	14.8
Meßstetten-Appental	2021-12-01	1	2.7	4.5	3.3	0.9	5.6	13.2
Meßstetten-Appental	2021-12-02	-3.4	-0.5	1.8	3.1	0.1	3.9	10.4
Meßstetten-Appental	2021-12-03	-10.8	-3.3	-1.5	10	5.1	3.4	9
Meßstetten-Appental	2021-12-04	-2.8	1.1	4.4	14	0	4.7	13.6
Meßstetten-Appental	2021-12-05	-8.9	-2.4	0.7	0.1	2.8	2	8.6
Meßstetten-Appental	2021-12-06	-7.5	-2.7	1.2	0.7	2.1	1.7	7.4
Meßstetten-Appental	2021-12-07	-3.1	-1.3	1.6	9.8	5.7	3.7	11.3
Meßstetten-Appental	2021-12-08	-1.8	-0.2	1.2	11.6	0	2.4	10.5
Meßstetten-Appental	2021-12-09	-6.2	-1.2	0	0.1	0.1	2.9	9.3
Meßstetten-Appental	2021-12-10	-7.7	-2.5	0	1.9	0	3.6	12.5
Meßstetten-Appental	2021-12-11	-2	-1.4	-0.7	0.4	0	3.4	10.4
Meßstetten-Appental	2021-12-12	-8.8	-1.2	1	0	1.4	1.7	6.8
Meßstetten-Appental	2021-12-13	-3.9	0.9	4.2	0	0.3	1	4
Meßstetten-Appental	2021-12-14	-5.3	0.8	7.6	0	2.3	0.8	4.5
Meßstetten-Appental	2021-12-15	-3	-0.5	1.1	0	0	1.2	3.2
Meßstetten-Appental	2021-12-16	-1.6	0	1.3	0	0	2.4	7.7
Meßstetten-Appental	2021-12-17	-2	0.9	5.2	0	5.1	3.4	10.9
Meßstetten-Appental	2021-12-18	-7.8	-1.2	5.2	0	7.2	2.2	5.5
Meßstetten-Appental	2021-12-19	-7.8	-2.2	7.5	0	7.1	1	4.9
Meßstetten-Appental	2021-12-20	-4.7	-1.7	0.1	0	0	2.6	9
Meßstetten-Appental	2021-12-21	-7.6	-5.2	-2.2	0	6.3	3.5	8.2
Meßstetten-Appental	2021-12-22	-12.9	-7.6	-5.5	0	1.8	2.1	6.4
Meßstetten-Appental	2021-12-23	-11.7	-0.4	6.6	0	0.8	2.6	9.5
Meßstetten-Appental	2021-12-24	2.5	4.8	7	6.6	0	3.6	10.6
Meßstetten-Appental	2021-12-25	2	3.8	5.6	4.4	0	1.6	6.3
Meßstetten-Appental	2021-12-26	2.5	3.3	4.2	2	0	2.1	7.3
Meßstetten-Appental	2021-12-27	2.3	3.5	5	5.9	0.2	2.9	11
Meßstetten-Appental	2021-12-28	2.7	4.9	7.8	7.7	0	5.2	17.1
Meßstetten-Appental	2021-12-29	4	5.3	9.9	5.8	0	4.2	14.7
Meßstetten-Appental	2021-12-30	7.6	9.9	12	0	0.5	3.7	12
Meßstetten-Appental	2021-12-31	0.7	7.6	14	0	5	2.3	9.3
Michelstadt-Vielbrunn	2021-01-01	0.1	0.6	1.1	0.4	0	1.9	6.9
Michelstadt-Vielbrunn	2021-01-02	-0.8	-0.1	0.8	0.1	0	2.8	8.8
Michelstadt-Vielbrunn	2021-01-03	-1.5	-0.9	0	1.8	0	2.5	7.9
Michelstadt-Vielbrunn	2021-01-04	-1.4	-0.8	-0.5	0	0	2.6	6.4
Michelstadt-Vielbrunn	2021-01-05	-0.9	-0.4	0.1	0.6	0	2.3	6.3
Michelstadt-Vielbrunn	2021-01-06	-1	-0.4	0.1	0.4	0	2.5	5.6
Michelstadt-Vielbrunn	2021-01-07	-1.1	-0.7	-0.4	0.8	0	3.1	8.7
Michelstadt-Vielbrunn	2021-01-08	-1.4	-1	-0.8	2.7	0	3.7	8.6
Michelstadt-Vielbrunn	2021-01-09	-3.8	-1.9	-0.5	0	2.1	2	5
